section_id,doc_id,doc_type,year_th,year_ce,name_short,era,regime_type,parent_doc_id,chapter_number,chapter_title,section_number,section_role,target_chapter,target_section_no,change_mode,text
const_2490a_s_61,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,61,content,,,content,ร่างพระราชบัญญัติเกี่ยวด้วยการเงินนั้นจะเสนอได้โดยคณะรัฐมนตรีหรือโดยสมาชิกรัฐสภาซึ่งมีนายกรัฐมนตรีรับรอง ร่างพระราชบัญญัติเกี่ยวด้วยการเงินหมายถึงร่างพระราชบัญญัติว่าด้วยข้อความต่อไปนี้ทั้งหมด หรือแต่ข้อใดข้อหนึ่ง กล่าวคือ การตั้งขึ้นหรือยกเลิก หรือลด หรือเปลี่ยนแปลง ฉบับพิเศษ หน้า 20 ตอนที่ 53 เล่ม 64 ราชกิจจานุเบกษา 9 พฤศจิกายน 2490 แก้ไข หรือผ่อน หรือวางระเบียบการบังคับ อันเกี่ยวแก่ การภาษีหรืออากร หรือว่าด้วยเงินตรา การจัดสรร รับ รักษา หรือจ่ายเงินแผ่นดิน หรือการกู้เงิน หรือการประกัน หรือการใช้เงินกู้ ในกรณีเป็นที่สงสัย ให้เป็นอำนาจของประธานสภา ผู้แทนที่จะวินิจฉัยว่าร่างพระราชบัญญัติใด เป็นร่างพระราช บัญญัติเกี่ยวด้วยการเงินหรือไม่
const_2490a_s_62,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,62,content,,,content,ร่างพระราชบัญญัติที่สภาผู้แทนได้ลงมติ ให้ใช้ได้ และได้เสนอไปยังวุฒิสภานั้น วุฒิสภาจะต้อง พิจารณาและลงมติภายในกำหนดสามสิบวัน แต่ถ้าร่าง พระราชบัญญัตินั้น เป็นร่างพระราชบัญญัติเกี่ยวด้วยการเงิน วุฒิสภาจะต้องพิจารณาและลงมติภายในกำหนด 15 วัน กำหนดวันดังกล่าวในวรรคก่อนให้หมายถึงวันในสมัย ประชุมและเริ่มนับตั้งแต่วันที่ร่างพระราชบัญญัตินั้นได้มาถึง วุฒิสภา ถ้าวุฒิสภาไม่ได้พิจารณาลงมติในร่างพระราชบัญญัติที่ สภาผู้แทนส่งมาภายในกำหนดเวลาที่กล่าวในวรรคแรก ก็ ให้ถือว่าวุฒิสภาได้ให้ความเห็นชอบในร่างพระราชบัญญัตินั้น ฉบับพิเศษ หน้า 21 ตอนที่ 53 เล่ม 64 ราชกิจจานุเบกษา 9 พฤศจิกายน 2490
const_2490a_s_63,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,63,content,,,content,งบประมาณแผ่นดินประจำปี ต้องตราขึ้นเป็นพระราชบัญญัติ ถ้าพระราชบัญญัติออกไม่ทันปีใหม่ ให้ใช้พระราชบัญญัติปีก่อนนั้นไปพลาง
const_2490a_s_64,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,64,content,,,content,วุฒิสภาและสภาผู้แทน มีอำนาจควบคุมราชการแผ่นดิน โดยบทบัญญัติแห่งรัฐธรรมนูญนี้
const_2490a_s_65,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,65,content,,,content,ในที่ประชุมของวุฒิสภาหรือสภาผู้แทน สมาชิกทุกคนมีสิทธิตั้งกะทู้ถามรัฐมนตรีในข้อความใด อันเกี่ยวกับงานในหน้าที่ได้ แต่รัฐมนตรีย่อมมีสิทธิที่จะไม่ตอบได้ เมื่อเห็นว่าข้อความนั้นยังไม่ควรเปิดเผย เพราะเกี่ยวกับความปลอดภัยหรือประโยชน์ของแผ่นดิน
const_2490a_s_66,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,66,content,,,content,การประชุมวุฒิสภาและสภาผู้แทนย่อมเป็นการเปิดเผยตามลักษณะที่กำหนดไว้ในข้อบังคับของแต่ละสภา แต่ถ้าหากคณะรัฐมนตรีหรือสมาชิกของแต่ละสภาไม่ต่ำกว่า 25 คนร้องขอให้ประชุมลับ ก็ให้ประชุมลับ
const_2490a_s_67,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,67,content,,,content,วุฒิสภาและสภาผู้แทนมีอำนาจเลือกสมาชิกแห่งสภาตั้งเป็นคณะกรรมการธิการสามัญ และมีอำนาจเลือกบุคคลที่เป็นสมาชิกหรือมิได้เป็นสมาชิกในสภาก็ตาม ฉบับพิเศษ หน้า 22 ตอนที่ 53 เล่ม 64 ราชกิจจานุเบกษา 9 พฤศจิกายน 2490 เป็นคณะกรรมาธิการวิสามัญ เพื่อกระทำกิจการหรือพิจารณาสอบสวนข้อความใด อันอยู่ในวงงานของสภาแล้วรายงานต่อสภา คณะกรรมาธิการที่กล่าวนี้ ย่อมมีอำนาจเรียกบุคคลใดมาชี้แจงแสดงความเห็น ในเรื่องกิจการที่กระทำหรือพิจารณาอยู่นั้นได้ เอกสิทธิ์ที่บัญญัติไว้ในมาตรา 50 นั้น ให้คุ้มครองถึงบุคคลผู้ที่กระทำหน้าที่ตามมาตรานี้ด้วย
const_2490a_s_68,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,68,content,,,content,การประชุมคณะกรรมาธิการตามมาตรา 67 นั้น ต้องมีกรรมาธิการไม่ต่ำกว่าครึ่งจำนวนมาประชุม จึงเป็นองค์ประชุมได้
const_2490a_s_69,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,69,content,,,content,วุฒิสภาและสภาผู้แทนมีอำนาจตั้งข้อบังคับการประชุมและการปรึกษา ของสภาเพื่อดำเนินการตามบทบัญญัติแห่งรัฐธรรมนูญนี้ ส่วนที่ 4 การประชุมร่วมกันของรัฐสภา
const_2490a_s_70,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,70,content,,,content,ในกรณีต่อไปนี้ ให้รัฐสภาประชุมร่วมกัน ฉบับพิเศษ หน้า 23 ตอนที่ 53 เล่ม 64 ราชกิจจานุเบกษา 9 พฤศจิกายน 2490 (1) การให้ความเห็นชอบในการสืบราชสมบัติ ตามความในมาตรา 12 (2) การปรึกษาร่างพระราชบัญญัติกันใหม่ตาม ความในมาตรา 30 (3) พิธีเปิดประชุมรัฐสภาตามความในมาตรา 54 (4) การลงมติความไว้ใจในคณะรัฐมนตรี ตาม ความในมาตรา 77 (5) การให้ความยินยอมในการประกาศสงคราม ตามความเห็นชอบในมาตรา 83 (6) การให้ความเห็นชอบแก่หนังสือสัญญาตาม ความในมาตรา 84 (7) การตีความในรัฐธรรมนูญตามความในมาตรา 94
const_2490a_s_71,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,71,content,,,content,ให้ประธานวุฒิสภาเป็นประธานของที่ร่วม ประชุมของรัฐสภา และให้ประธานสภาผู้แทนเป็นรอง ประธาน
const_2490a_s_72,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,72,content,,,content,ในการประชุมร่วมกันของรัฐสภา ให้ใช้ข้อ บังคับการประชุมและการปรึกษาของวุฒิสภาโดยอนุโลม ฉบับพิเศษ หน้า 24 ตอนที่ 53 เล่ม 64 ราชกิจจานุเบกษา 9 พฤศจิกายน 2490
const_2490a_s_73,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,0,บททั่วไป,73,content,,,content,ในการประชุมร่วมกันของรัฐสภา ให้นำบท ที่ใช้แก่สภาทั้งสองมาใช้โดยอนุโลม
const_2490a_s_74,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,5,อำนาจบริหาร,74,content,,,content,พระมหากษัตริย์ทรงตั้งคณะรัฐมนตรีขึ้น คณะหนึ่ง ประกอบด้วยนายกรัฐมนตรีคนหนึ่ง และ รัฐมนตรีอย่างน้อยสิบห้าคน อย่างมากยี่สิบห้าคน ในการตั้งนายกรัฐมนตรี ประธานคณะอภิรัฐมนตรีเป็น ผู้ลงนามรับสนองพระบรมราชโองการ รัฐมนตรีต้องไม่เป็น ข้าราชการประจำ
const_2490a_s_75,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,5,อำนาจบริหาร,75,content,,,content,ให้คณะรัฐมนตรีมีอำนาจบริหารราชการ แผ่นดิน
const_2490a_s_76,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,5,อำนาจบริหาร,76,content,,,content,รัฐมนตรีผู้มิได้เป็นสมาชิกแห่งสภา ย่อม มีสิทธิไปประชุม และแถลงข้อเท็จจริงหรือแสดงความคิด เห็นในวุฒิสภาหรือในสภาผู้แทน หรือในที่ประชุมร่วมกัน ของรัฐสภาได้ แต่ไม่มีสิทธิออกเสียงลงคะแนน # ฉบับพิเศษ หน้า 25 ตอนที่ 53 เล่ม 64 ราชกิจจานุเบกษา 9 พฤศจิกายน 2490 เอกสารสิทธิ์ที่บัญญัติไว้ในมาตรา 50 นั้น ให้นำมาใช้โดยอนุโลม
const_2490a_s_77,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,5,อำนาจบริหาร,77,content,,,content,ในการดำเนินนโยบายบริหารราชการแผ่นดิน คณะรัฐมนตรีต้องได้รับความไว้วางใจของรัฐสภา รัฐมนตรีผู้ได้รับการแต่งตั้งให้เป็นผู้ว่าการกระทรวง ต้องรับผิดชอบในหน้าที่ของตนต่อรัฐสภา ในทางรัฐธรรมนูญ และรัฐมนตรีทุกคนจะได้รับการแต่งตั้งให้ว่าการกระทรวงหรือไม่ก็ตาม ก็ต้องรับผิดชอบร่วมกันในนโยบายทั่วไปของคณะรัฐมนตรี นโยบายของคณะรัฐมนตรีแต่ละคณะที่ได้ดำเนินมา จะเสร็จลงหรือที่ดำเนินการอยู่เพียงใดก็ตาม คณะรัฐมนตรีผู้บริหารราชการแผ่นดินภายหลังจะเลิกล้มหรือแก้ไขให้เป็นอย่างอื่นมิได้ เว้นแต่จะเสนอขอรับพระบรมราชวินิจฉัยและได้รับพระบรมราชานุญาตแล้ว
const_2490a_s_78,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,5,อำนาจบริหาร,78,content,,,content,รัฐมนตรีทั้งคณะต้องออกจากตำแหน่ง เมื่อมีพระบรมราชโองการหรือเมื่อสภาผู้แทนลงมติไม่ไว้วางใจ : ฉบับพิเศษ หน้า 26 ตอนที่ 53 เล่ม 64 ราชกิจจานุเบกษา 9 พฤศจิกายน - 490 ตามมาตรา 42 หรือรัฐสภาไม่ให้ความไว้วางใจตามมาตรา 77 หรือเมื่อสภาผู้แทนชุดที่มีส่วนให้ความไว้วางใจแก่คณะรัฐมนตรีในขณะเข้ารับหน้าที่นั้นสุดสิ้นลง ในกรณีดังกล่าว หลังนี้และกรณีที่คณะรัฐมนตรีลาออกจากตำแหน่งเอง คณะรัฐมนตรีที่ออกนั้นต้องอยู่ในตำแหน่งเพื่อดำเนินงานไปจนกว่าจะตั้งคณะรัฐมนตรีขึ้นใหม่
const_2490a_s_79,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,5,อำนาจบริหาร,79,content,,,content,ความเป็นรัฐมนตรีสุดสิ้นลงเฉพาะตัวโดย (1) โดยพระบรมราชโองการ (2) ตาย (3) ลาออก (4) ขาดคุณสมบัติตามความในมาตรา 81 (5) รัฐสภาลงมติไม่ไว้วางใจ.
const_2490a_s_80,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,5,อำนาจบริหาร,80,content,,,content,ในเหตุฉุกเฉินที่มีความจำเป็นรีบด่วนอันจะรักษาความปลอดภัยสาธารณะหรือป้องปัดภัยพิบัติสาธารณะ และจะเรียกประชุมรัฐสภาให้ทันท่วงทีมิได้ก็ดี หรือกรณีเช่นว่านั้นเกิดขึ้นในระหว่างสภาผู้แทนถูกยุบก็ดี พระมหา ฉบับพิเศษ หน้า 27 ตอนที่ 53 เล่ม 64 ราชกิจจานุเบกษา 9 พฤศจิกายน 2490 กษัตริย์จะทรงตราพระราชกำหนดให้ใช้บังคับ ดังเช่นพระราชบัญญัติก็ได้ ในการประชุมรัฐสภาคราวต่อไป ให้นำพระราชกำหนดนั้นเสนอต่อรัฐสภาเพื่อทราบ
const_2490a_s_81,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,5,อำนาจบริหาร,81,content,,,content,ในระหว่างสมัยประชุม ถ้าคณะรัฐมนตรีเห็นว่าเร่งพระราชบัญญัติที่เกี่ยวกับการภาษีอากรหรือเงินตรา ฉะบับใด จะต้องได้รับพิจารณาโดยด่วนและลับเพื่อรักษาผลประโยชน์ของแผ่นดิน จะถวายคำแนะนำต่อพระมหากษัตริย์เพื่อตรา เป็นพระราชกำหนดให้ใช้ดังพระราชบัญญัติก็ได้
const_2490a_s_82,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,5,อำนาจบริหาร,82,content,,,content,พระมหากษัตริย์ทรงพระราชอำนาจในการประกาศใช้กฎอัยย การศึก
const_2490a_s_83,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,5,อำนาจบริหาร,83,content,,,content,พระมหากษัตริย์ทรงพระราชอำนาจในการประกาศสงครามเมื่อได้รับความยินยอมของรัฐสภา
const_2490a_s_84,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,5,อำนาจบริหาร,84,content,,,content,พระมหากษัตริย์ทรงพระราชอำนาจในการทำหนังสือสัญญาสงบศึก และทำหนังสือสัญญาอื่น ๆ กับนานาประเทศ ฉบับพิเศษ หน้า 28 ตอนที่ 53 เล่ม 64 ราชกิจจานุเบกษา 9 พฤศจิกายน 2490
const_2490a_s_85,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,5,อำนาจบริหาร,85,content,,,content,พระมหากษัตริย์ทรงพระราชอำนาจในการ พระราชทานอภัยโทษ
const_2490a_s_86,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,5,อำนาจบริหาร,86,content,,,content,พระมหากษัตริย์ทรงพระราชอำนาจในการ ตราพระราชกฤษฎีกา
const_2490a_s_87,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,5,อำนาจบริหาร,87,content,,,content,ภายใต้บังคับแห่งมาตรา 56 และมาตรา 74 บทกฎหมาย พระราชหัตถเลขาและพระบรมราชโองการ ใดอันเกี่ยวกับราชการแผ่นดิน ต้องมีรัฐมนตรีคนหนึ่งลงนามรับสนองพระบรมราชโองการ
const_2490a_s_88,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,6,อำนาจตุลาการ,88,content,,,content,การพิจารณาพิพากษาอรรถคดีเป็นอำนาจ ของศาลโดยฉะเพาะ ซึ่งจะต้องดำเนินตาม กฎหมายและใน พระปรมาภิไธยพระมหากษัตริย์
const_2490a_s_89,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,6,อำนาจตุลาการ,89,content,,,content,บรรดาศาลทั้งหลายจักตั้งขึ้นได้ แต่โดย พระราชบัญญัติ ฉบับพิเศษ หน้า 29 ตอนที่ 53 เล่ม 64 ราชกิจจานุเบกษา 9 พฤศจิกายน 2490
const_2490a_s_90,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,6,อำนาจตุลาการ,90,content,,,content,การตั้งศาลขึ้นใหม่ เพื่อพิจารณาพิพากษาคดีใดคดีหนึ่งหรือที่มีข้อหาฐานใดฐานหนึ่ง โดยฉะเพาะแทนศาลธรรมดาที่มีอยู่ตามกฎหมายสำหรับพิจารณาพิพากษาคดีนั้น จะกระทำมิได้
const_2490a_s_91,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,6,อำนาจตุลาการ,91,content,,,content,ผู้พิพากษาย่อมมีอิสสระในการพิจารณาพิพากษาออรรถคดีให้เป็นไปตามกฎหมาย
const_2490a_s_92,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,6,อำนาจตุลาการ,92,content,,,content,การแต่งตั้ง การเลื่อนตำแหน่ง การเลื่อนเงินเดือน การย้ายและการถอดถอนผู้พิพากษา จะต้องได้รับความเห็นชอบของพระมหากษัตริย์และของคณะกรรมการตุลาการ ตามกฎหมายว่าด้วยระเบียบข้าราชการฝ่ายตุลาการ
const_2490a_s_93,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,7,การแก้ไขเพิ่มเติมรัฐธรรมนูญ,93,content,,,content,รัฐธรรมนูญนี้แก้ไขเพิ่มเติมได้โดยความเห็นชอบของรัฐสภา ฉบับพิเศษ หน้า 30 ตอนที่ 53 เล่ม 64 ราชกิจจานุเบกษา 9 พฤศจิกายน 2490
const_2490a_s_94,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,8,บทสุดท้าย,94,content,,,content,รัฐสภาทรงไว้ซึ่งสิทธิเด็ดขาดในการตีความแห่งรัฐธรรมนูญนี้ มติในการตีความแห่งรัฐธรรมนูญนี้ ต้องมีเสียงเห็นด้วยไม่ต่ำกว่าครึ่งหนึ่งของจำนวนสมาชิกทั้งสองสำหรับกัน
const_2490a_s_95,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,8,บทสุดท้าย,95,content,,,content,บทบัญญัติแห่งกฎหมายใดมีข้อความแย้งหรือขัดต่อรัฐธรรมนูญนี้ บทบัญญัตินั้นเป็นโมฆะ บทฉะเพาะกาล
const_2490a_s_96,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,8,บทสุดท้าย,96,content,,,content,ในวาระเริ่มแรก วุฒิสภาประกอบด้วยสมาชิกซึ่งพระมหากษัตริย์ทรงเลือกตั้ง ภายในกำหนด 5 วันนับตั้งแต่วันใช้รัฐธรรมนูญนี้ และถ้าจำเป็นจะทำการประชุมวุฒิสภาก็ได้ ซึ่งในกรณีนี้ให้วุฒิสภามีอำนาจตามบทบัญญัติแห่งรัฐธรรมนูญนี้จะสำเร็จเรียบร้อย ฉบับพิเศษ หน้า 31 ตอนที่ 53 เล่ม 4 ราชกิจจานุเบกษา 9 พฤศจิกายน 2490
const_2490a_s_97,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,8,บทสุดท้าย,97,content,,,content,ในวาระเริ่มแรกให้ดำเนินการเลือกตั้งสมาชิกสภาผู้แทน โดยถือเกณฑ์จำนวนราษฎรสองแสนคน ต่อสมาชิกผู้แทนหนึ่งคน ถ้าเขตต์จังหวัดใดมีจำนวนราษฎรตามผลสำรวจสำมะโนครัวครั้งสุดท้ายเกินกว่าสองแสนคน ให้จังหวัดนั้นมีจำนวนสมาชิกผู้แทนเพิ่มขึ้นอีกหนึ่งคนต่อจำนวนราษฎรทุกสองแสนคน เศษของสองแสนคนถ้าถึงกึ่งหรือกว่าให้นับเป็นสองแสน และวิธีการเลือกตั้งให้ใช้วิธีรวมเขตต์จังหวัด คุณสมบัติของผู้เลือกตั้ง และผู้สมัครรับเลือกตั้ง อีกทั้งหลักเกณฑ์และวิธีการเลือกตั้ง ให้เป็นไปตามพระราชบัญญัติการเลือกตั้ง พ.ศ. 2475 แก้ไขเพิ่มเติมฉบับที่ 3 พุทธศักราช 2479 เท่าที่ไม่ขัดกับวิธีเลือกตั้งรวมเขตต์ และให้ยกเว้นการห้ามตามมาตรา 11 ของรัฐธรรมนูญแห่งราชอาณาจักรไทย พุทธศักราช 2475 ฉบับพิเศษ หน้า 32 ตอนที่ 53 เล่ม 64 ราชกิจจานุเบกษา 9 พฤศจิกายน 2490
const_2490a_s_98,const_2490a,interim,2490,1947,Constitution 2490 (interim),post_coup_1947,military,,8,บทสุดท้าย,98,content,,,content,ให้ดำเนินการเลือกตั้งสมาชิกสภาผู้แทนตามความในมาตรา 97 ให้เสร็จสิ้นลงภายในกำหนดเก้าสิบวัน นับแต่วันใช้รัฐธรรมนูญนี้. ประกาศ ณ วันที่ 9 พฤศจิกายน พุทธศักราช 2490 ผู้รับสนองพระบรมราชโองการ จอมพล ป. พิบูลสงคราม ผู้บัญชาการทหารแห่งประเทศไทย 9 พฤศจิกายน 2490
